genotype,environment,official_answer_key_present,selection_rule,selection_uses_outcome_value,diagnostic_only
PHW52/PHM49,OHH1_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
TX777/LH195,OHH1_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
TX779/LH195,OHH1_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
B14A/OH43,TXH1_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
B37/H95,TXH1_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
B73/MO17,TXH1_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
B73/PHK76,TXH1_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
B73/PHN82,TXH1_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
B73/PHZ51,TXH1_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
B73/TX779,TXH1_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
CG119/CG108,TXH1_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
CG44/CGR01,TXH1_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
LH145/LH82,TXH1_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
LH195/MO17,TXH1_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
LH195/PHK76,TXH1_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
LH195/PHN82,TXH1_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
LH195/PHZ51,TXH1_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
LH244/MO17,TXH1_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
LH244/PHK76,TXH1_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
LH244/PHN82,TXH1_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
LH244/PHZ51,TXH1_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
PHB47/MO17,TXH1_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
PHB47/PHK76,TXH1_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
PHB47/PHN82,TXH1_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
PHB47/PHZ51,TXH1_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
PHG29/PHG47,TXH1_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
PHG39/PHN82,TXH1_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
PHJ40/PHAJ0,TXH1_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
PHJ89/PH207,TXH1_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
PHRE1/PHTD5,TXH1_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
PHW52/PHM49,TXH1_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
TX714/PHZ51,TXH1_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
TX777/LH195,TXH1_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
TX779/LH195,TXH1_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
B14A/OH43,TXH2_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
B37/H95,TXH2_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
B73/MO17,TXH2_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
B73/PHN82,TXH2_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
B73/TX779,TXH2_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
CG119/CG108,TXH2_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
CG44/CGR01,TXH2_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
LH195/PHZ51,TXH2_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
LH244/PHK76,TXH2_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
LH244/PHZ51,TXH2_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
PHB47/PHN82,TXH2_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
PHB47/PHZ51,TXH2_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
PHG29/PHG47,TXH2_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
PHG39/PHN82,TXH2_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
PHJ40/PHAJ0,TXH2_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
PHRE1/PHTD5,TXH2_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
PHW52/PHM49,TXH2_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
TX777/LH195,TXH2_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
TX779/LH195,TXH2_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
B14A/OH43,TXH3_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
B37/H95,TXH3_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
B73/MO17,TXH3_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
B73/PHK76,TXH3_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
B73/PHN82,TXH3_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
B73/PHZ51,TXH3_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
B73/TX779,TXH3_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
CG119/CG108,TXH3_2022,False,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
CG44/CGR01,TXH3_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
LH145/LH82,TXH3_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
LH195/MO17,TXH3_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
LH195/PHK76,TXH3_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
LH195/PHN82,TXH3_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
LH195/PHZ51,TXH3_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
LH244/MO17,TXH3_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
LH244/PHK76,TXH3_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
LH244/PHN82,TXH3_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
LH244/PHZ51,TXH3_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
PHB47/MO17,TXH3_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
PHB47/PHK76,TXH3_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
PHB47/PHN82,TXH3_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
PHB47/PHZ51,TXH3_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
PHG29/PHG47,TXH3_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
PHG39/PHN82,TXH3_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
PHJ40/PHAJ0,TXH3_2022,False,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
PHJ89/PH207,TXH3_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
PHRE1/PHTD5,TXH3_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
PHW52/PHM49,TXH3_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
TX714/PHZ51,TXH3_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
TX777/LH195,TXH3_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
TX779/LH195,TXH3_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
B14A/OH43,WIH1_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
B37/H95,WIH1_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
B73/MO17,WIH1_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
B73/PHN82,WIH1_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
B73/TX779,WIH1_2022,False,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
CG119/CG108,WIH1_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
CG44/CGR01,WIH1_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
LH195/PHZ51,WIH1_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
LH244/PHK76,WIH1_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
LH244/PHZ51,WIH1_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
PHB47/PHN82,WIH1_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
PHB47/PHZ51,WIH1_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
PHG29/PHG47,WIH1_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
PHJ40/PHAJ0,WIH1_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
PHRE1/PHTD5,WIH1_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
PHW52/PHM49,WIH1_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
PHW52/PHN82,WIH1_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
TX777/LH195,WIH1_2022,False,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
TX779/LH195,WIH1_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
B14A/H95,WIH2_2022,False,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
B14A/MO17,WIH2_2022,False,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
B14A/OH43,WIH2_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
B37/H95,WIH2_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
B37/MO17,WIH2_2022,False,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
B37/OH43,WIH2_2022,False,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
B73/MO17,WIH2_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
B73/PHK76,WIH2_2022,False,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
B73/PHM49,WIH2_2022,False,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
B73/PHN82,WIH2_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
B73/PHZ51,WIH2_2022,False,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
B73/TX779,WIH2_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
CG119/CG108,WIH2_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
CG44/CGR01,WIH2_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
F42/H95,WIH2_2022,False,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
F42/OH43,WIH2_2022,False,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
LH145/LH82,WIH2_2022,False,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
LH195/MO17,WIH2_2022,False,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
LH195/PHK76,WIH2_2022,False,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
LH195/PHN82,WIH2_2022,False,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
LH195/PHZ51,WIH2_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
LH244/MO17,WIH2_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
LH244/PHK76,WIH2_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
LH244/PHN82,WIH2_2022,False,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
LH244/PHZ51,WIH2_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
LH74/PHN82,WIH2_2022,False,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
PHB47/MO17,WIH2_2022,False,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
PHB47/PHK76,WIH2_2022,False,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
PHB47/PHN82,WIH2_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
PHB47/PHZ51,WIH2_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
PHG29/PHG47,WIH2_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
PHJ40/PHAJ0,WIH2_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
PHJ89/PH207,WIH2_2022,False,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
PHRE1/PHTD5,WIH2_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
PHW52/PHM49,WIH2_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
PHW52/PHN82,WIH2_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
TX714/PHZ51,WIH2_2022,False,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
TX714/TX779,WIH2_2022,False,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
TX777/LH195,WIH2_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
TX779/LH195,WIH2_2022,False,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
TX951/LH195,WIH2_2022,False,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
B14A/H95,WIH3_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
B14A/OH43,WIH3_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
B37/H95,WIH3_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
B37/MO17,WIH3_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
B37/OH43,WIH3_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
B73/MO17,WIH3_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
B73/PHK76,WIH3_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
B73/PHM49,WIH3_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
B73/PHN82,WIH3_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
B73/PHZ51,WIH3_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
B73/TX779,WIH3_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
CG119/CG108,WIH3_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
CG44/CGR01,WIH3_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
F42/H95,WIH3_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
F42/OH43,WIH3_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
LH145/LH82,WIH3_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
LH195/MO17,WIH3_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
LH195/PHK76,WIH3_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
LH195/PHN82,WIH3_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
LH195/PHZ51,WIH3_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
LH244/MO17,WIH3_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
LH244/PHK76,WIH3_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
LH244/PHN82,WIH3_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
LH244/PHZ51,WIH3_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
LH74/PHN82,WIH3_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
PHB47/MO17,WIH3_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
PHB47/PHK76,WIH3_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
PHB47/PHN82,WIH3_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
PHB47/PHZ51,WIH3_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
PHG29/PHG47,WIH3_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
PHJ40/PHAJ0,WIH3_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
PHJ89/PH207,WIH3_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
PHRE1/PHTD5,WIH3_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
PHW52/PHM49,WIH3_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
PHW52/PHN82,WIH3_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
TX714/PHZ51,WIH3_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
TX714/TX779,WIH3_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
TX777/LH195,WIH3_2022,False,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
TX779/LH195,WIH3_2022,False,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
TX951/LH195,WIH3_2022,True,SEALED_KEY_PRESENT_IN_OFFICIAL_ANSWER_KEY,False,True
